Video Length,Shares,Comments,Followers,Total Videos,Upload Year,Upload Month,Upload Day,Upload Weekday,Total Engagement,Engagement Rate,Number of Hashtags,Upload_Afternoon,Upload_Evening,Upload_Midnight,Upload_Morning
13,1180,1006,1300000,804,2020,11,5,4,48786,0.0375276923076923,0,0,0,1,0
14,7671,1515,1300000,804,2020,11,5,4,148586,0.114296923076923,0,0,0,1,0
13,112,736,1300000,804,2020,11,4,3,14948,0.0114984615384615,0,0,1,0,0
15,1019,956,1300000,804,2020,11,4,3,26475,0.0203653846153846,0,1,0,0,0
8,80,1205,1300000,804,2020,11,4,3,23585,0.0181423076923076,0,1,0,0,0
15,40,550,1300000,804,2020,11,3,2,13490,0.010376923076923,0,0,1,0,0
15,69,897,1300000,804,2020,11,3,2,11666,0.0089738461538461,0,1,0,0,0
9,134,1266,1300000,804,2020,11,2,1,18200,0.014,0,0,1,0,0
12,85,1134,1300000,804,2020,11,2,1,25919,0.0199376923076923,0,1,0,0,0
9,209,1389,1300000,804,2020,11,2,1,65798,0.0506138461538461,0,0,0,1,0
12,527,1648,1300000,804,2020,11,1,7,71475,0.0549807692307692,0,0,1,0,0
14,3,35,701300,357,2020,11,7,6,2182,0.003111364608584,1,0,1,0,0
14,64,176,701300,357,2020,11,6,5,17340,0.0247255097675745,0,0,1,0,0
8,83,544,701300,357,2020,11,5,4,40427,0.0576458006559247,0,0,1,0,0
15,58,132,701300,357,2020,11,5,4,18590,0.0265079138742335,1,0,1,0,0
9,271,1225,701300,357,2020,11,5,4,91596,0.1306088692428347,0,0,1,0,0
18,167,195,701300,357,2020,11,3,2,30862,0.0440068444317695,0,0,1,0,0
6,61,46,701300,357,2020,11,3,2,21407,0.0305247397690004,0,0,0,1,0
14,437,519,701300,357,2020,11,1,7,123456,0.1760387851133609,0,0,1,0,0
7,12,20,701300,357,2020,11,1,7,7753,0.0110551832311421,1,0,1,0,0
10,31,78,701300,357,2020,11,1,7,10909,0.0155553971196349,3,0,0,1,0
6,55,102,701300,357,2020,10,30,5,27057,0.0385812063310993,0,0,1,0,0
16,73,809,701300,357,2020,10,29,4,30682,0.0437501782404106,1,0,1,0,0
12,44,110,701300,357,2020,10,28,3,18554,0.0264565806359617,1,0,1,0,0
47,341,413,701300,357,2020,10,28,3,46754,0.0666676172821902,4,0,0,1,0
8,91,222,701300,357,2020,10,25,7,23713,0.033812918864965,2,0,1,0,0
14,205,306,701300,357,2020,10,25,7,30011,0.042793383715956,0,0,1,0,0
7,166,583,701300,357,2020,10,25,7,51249,0.0730771424497362,0,0,0,1,0
5,59,83,701300,357,2020,10,24,6,17642,0.0251561385997433,0,0,1,0,0
7,167,347,701300,357,2020,10,23,5,63714,0.0908512762013403,0,0,1,0,0
5,86,128,701300,357,2020,10,23,5,22414,0.0319606445173249,1,1,0,0,0
31,54,72,701300,357,2020,10,22,4,24426,0.0348296021674033,4,0,1,0,0
10,147,82,701300,357,2020,10,22,4,19829,0.028274632824754,2,0,1,0,0
29,1172,858,701300,357,2020,10,21,3,57430,0.0818907742763439,1,1,0,0,0
10,55,83,701300,357,2020,10,18,7,16538,0.023581919292742,1,0,1,0,0
50,228,156,701300,357,2020,10,18,7,26184,0.0373363753030087,1,0,0,1,0
10,1,73,2800000,702,2020,11,7,6,2789,0.0009960714285714,0,0,1,0,0
15,19,80,2800000,702,2020,11,7,6,23199,0.0082853571428571,4,0,1,0,0
8,199,151,2800000,702,2020,11,6,5,25750,0.0091964285714285,0,0,1,0,0
6,47,216,2800000,702,2020,11,6,5,29163,0.0104153571428571,0,0,0,1,0
24,92,281,2800000,702,2020,11,4,3,28073,0.0100260714285714,3,1,0,0,0
9,123,885,2800000,702,2020,11,3,2,95708,0.0341814285714285,1,0,1,0,0
49,661,687,2800000,702,2020,11,2,1,25148,0.0089814285714285,1,0,1,0,0
51,288,1396,2800000,702,2020,11,2,1,83584,0.0298514285714285,0,0,0,1,0
5,88,282,2800000,702,2020,10,31,6,101270,0.0361678571428571,2,0,1,0,0
21,172,408,2800000,702,2020,10,31,6,120480,0.0430285714285714,4,0,1,0,0
9,112,848,2800000,702,2020,10,29,4,96660,0.0345214285714285,3,1,0,0,0
8,11200,3328,2800000,702,2020,10,28,3,443028,0.1582242857142857,0,0,0,1,0
13,2159,4739,2800000,702,2020,10,27,2,669098,0.2389635714285714,2,0,1,0,0
6,103,140,2800000,702,2020,10,27,2,27243,0.0097296428571428,0,0,1,0,0
8,390,340,2800000,702,2020,10,26,1,73830,0.0263678571428571,0,0,1,0,0
15,33,252,2800000,702,2020,10,24,6,43985,0.0157089285714285,0,1,0,0,0
37,317,1055,2800000,702,2020,10,23,5,103872,0.0370971428571428,0,0,1,0,0
12,115,211,2800000,702,2020,10,23,5,38626,0.013795,3,1,0,0,0
5,177,593,2800000,702,2020,10,23,5,87370,0.0312035714285714,0,0,0,1,0
7,112,331,2800000,702,2020,10,22,4,38243,0.0136582142857142,0,0,1,0,0
59,148,438,2800000,702,2020,10,22,4,27886,0.0099592857142857,0,1,0,0,0
10,35,163,2800000,702,2020,10,21,3,18598,0.0066421428571428,0,0,1,0,0
5,151,387,2800000,702,2020,10,21,3,44938,0.0160492857142857,0,0,1,0,0
8,145,333,2800000,702,2020,10,21,3,37378,0.0133492857142857,0,0,1,0,0
31,48,145,2800000,702,2020,10,21,3,19493,0.0069617857142857,2,0,1,0,0
7,4,84,489300,45,2020,10,25,7,10988,0.022456570611077,0,1,0,0,0
17,14,225,489300,45,2020,8,6,4,14939,0.0305313713468219,0,1,0,0,0
6,10,134,489300,45,2020,8,6,4,11444,0.0233885142039648,1,1,0,0,0
15,33,288,489300,45,2020,7,6,1,22021,0.0450051093398732,0,1,0,0,0
16,75,308,489300,45,2020,6,30,2,33283,0.0680216636010627,2,1,0,0,0
7,319,774,489300,45,2020,6,21,7,60793,0.1242448395667279,0,0,0,1,0
13,95,1182,489300,45,2020,6,13,6,69577,0.142197016145514,3,1,0,0,0
14,440,709,489300,45,2020,6,12,5,132249,0.2702820355610055,0,0,0,1,0
9,259,1776,489300,45,2020,6,2,2,180935,0.3697833639893725,3,0,0,1,0
10,79,578,489300,45,2020,6,1,1,52057,0.1063907623135091,3,0,1,0,0
9,1738,4774,489300,45,2020,5,30,6,712812,1.456799509503372,0,0,0,1,0
9,152,276,489300,45,2020,5,28,4,67128,0.1371919068056407,2,0,1,0,0
7,68,170,489300,45,2020,5,28,4,32138,0.0656815859390966,2,0,1,0,0
22,12,233,489300,45,2020,5,27,3,34745,0.0710096055589617,2,0,1,0,0
25,395,525,489300,45,2020,5,27,3,73420,0.1500510933987328,3,0,0,1,0
9,1168,376,489300,45,2020,5,26,2,34544,0.0705988146331494,2,0,1,0,0
8,1579,1145,489300,45,2020,5,26,2,54524,0.11143265890047,4,0,1,0,0
23,74,795,489300,45,2020,5,26,2,34969,0.0714674024116084,2,0,1,0,0
13,165,821,489300,45,2020,5,26,2,167486,0.3422971592070304,3,0,1,0,0
15,31,304,489300,45,2020,5,25,1,35035,0.0716022889842632,1,1,0,0,0
22,27,830,489300,45,2020,5,25,1,42657,0.0871796443899448,2,1,0,0,0
5,63,408,489300,45,2020,5,14,4,28971,0.0592090741876149,1,0,0,1,0
14,35,271,489300,45,2020,5,14,4,15606,0.0318945432250153,2,0,0,1,0
25,64,464,489300,45,2020,4,28,2,16428,0.0335744941753525,0,0,1,0,0
10,88,429,489300,45,2020,4,26,7,47617,0.0973165746985489,0,0,0,1,0
9,84,413,489300,45,2020,4,24,5,39297,0.0803126916002452,0,0,0,1,0
17,65,997,489300,45,2020,4,21,2,60862,0.1243858573472307,0,1,0,0,0
14,284,570,489300,45,2020,4,17,5,96754,0.1977396280400572,0,0,1,0,0
10,15,148,489300,45,2020,4,17,5,18063,0.0369160024524831,0,0,1,0,0
8,35,189,489300,45,2020,4,17,5,26624,0.0544124259145718,0,0,1,0,0
15,44,394,489300,45,2020,4,16,4,28838,0.058937257306356,0,0,1,0,0
13,147,666,489300,45,2020,4,16,4,65413,0.1336868996525649,0,0,0,1,0
9,132,251,489300,45,2020,4,16,4,63783,0.1303556100551808,0,0,0,1,0
15,374,442,489300,45,2020,4,14,2,104616,0.2138074800735745,0,0,1,0,0
10,113,812,489300,45,2020,4,14,2,149625,0.305793991416309,0,0,1,0,0
8,38,317,489300,45,2020,4,14,2,24255,0.0495708154506437,0,0,0,1,0
10,56,681,489300,45,2020,4,14,2,30937,0.0632270590639689,0,0,0,1,0
29,146,667,489300,45,2020,4,10,5,62913,0.1285775597792765,0,0,1,0,0
9,69,432,489300,45,2020,4,9,4,76101,0.1555303494788473,0,1,0,0,0
11,482,1139,489300,45,2020,4,6,1,125821,0.2571449008788065,0,0,1,0,0
9,93,915,489300,45,2020,4,6,1,91908,0.187835683629675,0,0,1,0,0
8,154,528,489300,45,2020,4,4,6,79282,0.1620314735336194,1,0,1,0,0
7,851,1634,489300,45,2020,4,3,5,154085,0.3149090537502554,0,0,1,0,0
15,1024,1756,489300,45,2020,4,2,4,395280,0.8078479460453709,0,0,1,0,0
7,37,167,2900000,528,2020,11,7,6,18304,0.006311724137931,1,0,1,0,0
15,51,235,2900000,528,2020,11,6,5,12886,0.004443448275862,0,0,1,0,0
11,45,362,2900000,528,2020,11,6,5,22207,0.0076575862068965,1,0,1,0,0
44,132,528,2900000,528,2020,11,6,5,93860,0.0323655172413793,0,0,0,1,0
8,267,175,2900000,528,2020,11,6,5,34742,0.01198,0,0,0,1,0
19,720,731,2900000,528,2020,11,5,4,100351,0.0346037931034482,0,0,0,1,0
11,172,343,2900000,528,2020,11,4,3,30215,0.0104189655172413,0,0,1,0,0
35,1160,715,2900000,528,2020,11,4,3,196175,0.0676465517241379,0,0,0,1,0
21,124,379,2900000,528,2020,11,3,2,18503,0.0063803448275862,0,0,1,0,0
12,158,285,2900000,528,2020,11,3,2,30043,0.0103596551724137,0,0,0,1,0
51,45,317,2900000,528,2020,11,2,1,32762,0.0112972413793103,0,0,1,0,0
50,1143,1002,2900000,528,2020,11,2,1,210145,0.0724637931034482,0,0,0,1,0
41,72,344,2900000,528,2020,11,1,7,146916,0.0506606896551724,0,0,0,1,0
15,34,170,2900000,528,2020,11,1,7,30604,0.0105531034482758,1,0,0,1,0
15,387,1516,2900000,528,2020,10,31,6,124803,0.0430355172413793,0,0,1,0,0
15,253,617,2900000,528,2020,10,31,6,77970,0.0268862068965517,0,0,1,0,0
11,94,615,2900000,528,2020,10,31,6,40009,0.0137962068965517,0,0,1,0,0
47,160,425,2900000,528,2020,10,31,6,104385,0.0359948275862068,0,0,0,1,0
36,75,380,2900000,528,2020,10,30,5,55355,0.0190879310344827,0,0,1,0,0
9,21,144,2900000,528,2020,10,30,5,48765,0.0168155172413793,0,0,1,0,0
15,80,370,2900000,528,2020,10,30,5,22250,0.0076724137931034,0,1,0,0,0
38,69,414,2900000,528,2020,10,30,5,104483,0.0360286206896551,0,0,0,1,0
18,98,378,2900000,528,2020,10,29,4,32176,0.0110951724137931,1,0,1,0,0
15,123,328,2900000,528,2020,10,29,4,17351,0.0059831034482758,0,1,0,0,0
47,50,407,2900000,528,2020,10,28,3,86757,0.0299162068965517,0,0,0,1,0
15,1,20,20700,69,2020,10,30,5,936,0.0452173913043478,0,0,0,0,1
14,0,11,20700,69,2020,10,29,4,358,0.0172946859903381,0,1,0,0,0
24,7,27,20700,69,2020,10,28,3,676,0.0326570048309178,0,1,0,0,0
30,1,12,20700,69,2020,9,6,7,863,0.0416908212560386,2,1,0,0,0
6,2,21,20700,69,2020,8,17,1,1054,0.0509178743961352,2,1,0,0,0
6,0,10,20700,69,2020,8,16,7,816,0.0394202898550724,2,0,0,1,0
12,0,7,20700,69,2020,8,15,6,629,0.0303864734299516,2,1,0,0,0
2,4,7,20700,69,2020,8,7,5,515,0.02487922705314,2,1,0,0,0
14,13,19,20700,69,2020,8,4,2,1938,0.0936231884057971,2,1,0,0,0
10,1,11,20700,69,2020,8,3,1,533,0.0257487922705314,2,0,1,0,0
5,0,14,20700,69,2020,8,2,7,909,0.0439130434782608,2,0,0,0,1
18,0,10,20700,69,2020,8,1,6,921,0.0444927536231884,2,1,0,0,0
4,1,7,20700,69,2020,7,31,5,361,0.01743961352657,2,1,0,0,0
12,2,16,20700,69,2020,7,28,2,922,0.0445410628019323,2,0,0,0,1
8,0,12,20700,69,2020,7,26,7,459,0.0221739130434782,2,0,0,0,1
14,0,6,20700,69,2020,7,26,7,445,0.0214975845410628,2,0,0,0,1
14,0,3,20700,69,2020,7,25,6,319,0.0154106280193236,2,0,0,0,1
5,1,4,20700,69,2020,7,23,4,658,0.0317874396135265,2,0,0,0,1
12,0,5,20700,69,2020,7,22,3,320,0.0154589371980676,2,0,1,0,0
8,6,8,20700,69,2020,7,22,3,1340,0.0647342995169082,2,0,1,0,0
5,3,10,20700,69,2020,7,22,3,565,0.0272946859903381,2,0,0,0,1
5,0,5,20700,69,2020,7,21,2,392,0.0189371980676328,2,0,1,0,0
10,0,5,20700,69,2020,7,21,2,384,0.0185507246376811,2,0,0,0,1
6,0,5,20700,69,2020,7,20,1,504,0.0243478260869565,2,0,1,0,0
13,27,33,20700,69,2020,7,19,7,5382,0.26,2,0,1,0,0
17,96,445,92600,30,2020,10,21,3,6170,0.0666306695464362,4,0,1,0,0
14,0,4,92600,30,2020,8,12,3,153,0.0016522678185745,0,0,1,0,0
15,0,9,92600,30,2020,8,3,1,169,0.0018250539956803,0,0,0,1,0
23,92,54,92600,30,2020,7,31,5,1497,0.0161663066954643,6,1,0,0,0
32,17,43,92600,30,2020,7,25,6,845,0.0091252699784017,6,0,1,0,0
30,31,88,92600,30,2020,5,22,5,2599,0.0280669546436285,9,0,1,0,0
56,8,38,92600,30,2020,5,18,1,1276,0.01377969762419,8,0,0,1,0
52,284,125,92600,30,2020,5,16,6,4947,0.0534233261339092,9,1,0,0,0
33,8,28,92600,30,2020,5,15,5,1077,0.0116306695464362,9,0,1,0,0
11,9,5,92600,30,2020,5,15,5,745,0.0080453563714902,13,1,0,0,0
24,30,48,92600,30,2020,5,14,4,2435,0.0262958963282937,9,0,1,0,0
13,171,163,92600,30,2020,5,14,4,61534,0.6645140388768899,9,1,0,0,0
40,23,29,92600,30,2020,5,13,3,2020,0.0218142548596112,9,1,0,0,0
55,83,78,92600,30,2020,5,12,2,5544,0.0598704103671706,1,0,1,0,0
49,6,12,92600,30,2020,5,12,2,888,0.0095896328293736,8,1,0,0,0
23,111,69,92600,30,2020,5,12,2,2048,0.0221166306695464,3,1,0,0,0
21,25,26,92600,30,2020,5,12,2,1274,0.0137580993520518,6,1,0,0,0
47,6,29,92600,30,2020,5,11,1,2387,0.0257775377969762,7,1,0,0,0
37,56,45,92600,30,2020,5,11,1,4060,0.0438444924406047,9,1,0,0,0
59,24,35,92600,30,2020,5,11,1,2512,0.0271274298056155,5,1,0,0,0
12,5,10,92600,30,2020,5,11,1,1429,0.0154319654427645,9,1,0,0,0
24,92,31,92600,30,2020,5,10,7,1680,0.0181425485961123,9,1,0,0,0
59,56,18,92600,30,2020,5,10,7,1169,0.0126241900647948,9,1,0,0,0
18,18,26,92600,30,2020,5,10,7,1473,0.0159071274298056,9,1,0,0,0
40,116,52,92600,30,2020,5,10,7,1912,0.0206479481641468,8,0,0,1,0
65,25,108,167100,38,2020,10,11,7,2543,0.0152184320766008,0,0,0,1,0
15,6,52,167100,38,2020,9,18,5,1346,0.0080550568521843,0,0,0,1,0
43,17,27,167100,38,2020,8,13,4,437,0.0026152004787552,0,0,0,1,0
15,34,117,167100,38,2020,8,7,5,3619,0.0216576900059844,0,1,0,0,0
51,134,337,167100,38,2020,7,23,4,6019,0.0360203470975463,0,1,0,0,0
13,161,316,167100,38,2020,7,23,4,6300,0.03770197486535,0,0,0,1,0
12,107,191,167100,38,2020,7,11,6,4596,0.0275044883303411,0,1,0,0,0
22,78,214,167100,38,2020,6,26,5,4481,0.0268162776780371,0,0,0,1,0
14,53,83,167100,38,2020,6,17,3,1829,0.0109455415918611,2,1,0,0,0
17,47,257,167100,38,2020,6,10,3,4338,0.0259605026929982,0,1,0,0,0
19,99,436,167100,38,2020,5,30,6,8714,0.0521484141232794,0,0,0,0,1
22,32,77,167100,38,2020,5,28,4,2103,0.0125852782764811,0,0,0,0,1
22,219,586,167100,38,2020,5,23,6,8799,0.0526570915619389,0,0,0,1,0
56,197,528,167100,38,2020,5,20,3,8725,0.0522142429682824,0,0,0,1,0
55,138,844,167100,38,2020,5,19,2,11282,0.0675164572112507,0,0,0,1,0
25,150,464,167100,38,2020,5,10,7,11614,0.0695032914422501,0,0,0,1,0
20,45,1215,167100,38,2020,4,21,2,14160,0.0847396768402154,0,0,0,1,0
56,90,684,167100,38,2020,4,19,7,15474,0.0926032315978456,0,0,0,1,0
12,31,88,167100,38,2020,4,9,4,3589,0.0214781567923399,0,0,0,1,0
24,40,182,167100,38,2020,4,3,5,4613,0.027606223818073,0,1,0,0,0
50,59,588,167100,38,2020,4,1,3,6662,0.039868342309994,0,1,0,0,0
22,35,104,167100,38,2020,3,25,3,3235,0.0193596648713345,0,0,1,0,0
14,32,225,167100,38,2020,3,25,3,4132,0.0247277079593058,0,0,0,1,0
50,30,284,167100,38,2020,3,14,6,7262,0.0434590065828845,0,0,0,1,0
9,6,78,167100,38,2020,3,11,3,3173,0.0189886295631358,0,0,0,1,0
35,70,128,1300000,24,2020,10,25,7,7847,0.0060361538461538,0,1,0,0,0
9,3298,1914,1300000,24,2020,9,14,1,172712,0.1328553846153846,0,0,1,0,0
34,908,588,1300000,24,2020,9,12,6,67896,0.0522276923076923,0,0,1,0,0
21,258,233,1300000,24,2020,8,30,7,32591,0.02507,0,0,0,0,1
12,833,758,1300000,24,2020,7,31,5,109991,0.0846084615384615,0,0,1,0,0
10,16300,2565,1300000,24,2020,7,13,1,737465,0.5672807692307692,0,1,0,0,0
13,2336,851,1300000,24,2020,7,10,5,161787,0.1244515384615384,0,0,1,0,0
9,39300,5340,1300000,24,2020,5,28,4,522940,0.4022615384615384,0,0,0,1,0
6,19300,1859,1300000,24,2020,5,24,7,379159,0.2916607692307692,0,0,0,0,1
56,151,172,1300000,24,2020,5,17,7,18423,0.0141715384615384,1,0,1,0,0
8,2454,502,1300000,24,2020,5,7,4,175056,0.1346584615384615,0,0,1,0,0
15,2321,930,1300000,24,2020,5,7,4,193951,0.1491930769230769,0,1,0,0,0
5,675,391,1300000,24,2020,5,2,6,133766,0.102896923076923,0,1,0,0,0
20,485,220,1300000,24,2020,5,1,5,78605,0.0604653846153846,0,0,1,0,0
13,2658,2177,1300000,24,2020,4,11,6,465835,0.3583346153846153,1,0,0,0,1
15,1324,515,1300000,24,2020,4,2,4,146439,0.1126453846153846,1,1,0,0,0
17,804,563,1300000,24,2020,4,2,4,114067,0.0877438461538461,3,1,0,0,0
13,732,434,1300000,24,2020,3,30,1,99566,0.0765892307692307,3,0,0,1,0
36,818,213,1300000,24,2020,3,27,5,57631,0.0443315384615384,1,1,0,0,0
11,3437,912,1300000,24,2020,3,18,3,482249,0.3709607692307692,4,0,1,0,0
15,6552,1636,1300000,24,2020,2,18,2,363488,0.2796061538461538,3,0,1,0,0
14,1210,543,1300000,24,2019,12,20,5,123153,0.0947330769230769,3,0,1,0,0
15,34900,4211,1300000,24,2019,12,19,4,1739111,1.3377776923076925,3,0,1,0,0
14,54,138,1300000,24,2019,9,18,3,32392,0.024916923076923,0,1,0,0,0
15,24300,14000,1400000,56,2020,10,27,2,652600,0.4661428571428571,2,0,0,1,0
12,230,453,1400000,56,2020,10,23,5,124583,0.0889878571428571,2,0,1,0,0
8,113,724,1400000,56,2020,9,28,1,33337,0.0238121428571428,3,0,0,1,0
18,807,1999,1400000,56,2020,9,12,6,62806,0.0448614285714285,2,0,1,0,0
13,4063,1801,1400000,56,2020,8,22,6,115364,0.0824028571428571,1,0,1,0,0
57,46,307,1400000,56,2020,8,18,2,20853,0.014895,2,0,1,0,0
15,996,893,1400000,56,2020,8,16,7,32389,0.023135,1,0,0,1,0
30,203,742,1400000,56,2020,8,10,1,22145,0.0158178571428571,2,0,0,1,0
24,258,438,1400000,56,2020,8,6,4,26496,0.0189257142857142,2,0,0,1,0
7,238,564,1400000,56,2020,8,3,1,68402,0.0488585714285714,2,0,1,0,0
15,325,569,1400000,56,2020,8,3,1,27194,0.0194242857142857,1,0,0,1,0
59,94,406,1400000,56,2020,8,2,7,15600,0.0111428571428571,2,0,1,0,0
15,437,1771,1400000,56,2020,7,26,7,70008,0.0500057142857142,1,0,1,0,0
14,1160,1638,1400000,56,2020,7,17,5,159898,0.1142128571428571,2,0,1,0,0
10,209,1054,1400000,56,2020,7,10,5,35263,0.0251878571428571,1,0,0,1,0
8,692,1518,1400000,56,2020,7,5,7,75010,0.0535785714285714,1,0,1,0,0
15,3839,3526,1400000,56,2020,6,23,2,220565,0.1575464285714285,1,0,0,1,0
15,3770,8621,1400000,56,2020,6,14,7,443391,0.3167078571428571,1,0,1,0,0
10,323,1172,1400000,56,2020,6,14,7,82295,0.0587821428571428,1,0,1,0,0
15,255,1220,1400000,56,2020,5,27,3,77075,0.0550535714285714,1,0,0,1,0
15,458,3352,1400000,56,2020,5,16,6,248410,0.1774357142857142,1,0,0,1,0
15,703,1243,1400000,56,2020,5,16,6,68246,0.0487471428571428,0,0,0,1,0
15,558,875,1400000,56,2020,5,7,4,52233,0.0373092857142857,1,0,0,1,0
9,472,889,1400000,56,2020,4,27,1,42561,0.0304007142857142,1,0,0,1,0
10,1869,2134,1400000,56,2020,4,19,7,559903,0.3999307142857143,0,0,1,0,0
21,114,160,2900000,71,2020,11,2,1,99674,0.0343703448275862,1,0,1,0,0
27,79,55,2900000,71,2020,10,30,5,10934,0.0037703448275862,1,0,0,1,0
8,9,36,2900000,71,2020,10,29,4,2634,0.0009082758620689,2,0,1,0,0
17,297,165,2900000,71,2020,10,28,3,30562,0.0105386206896551,2,0,1,0,0
16,3,27,2900000,71,2020,10,27,2,3630,0.001251724137931,2,0,1,0,0
25,9903,6262,2900000,71,2020,10,3,6,650365,0.2242637931034482,2,0,0,1,0
6,140,688,2900000,71,2020,9,18,5,72028,0.0248372413793103,1,0,1,0,0
15,71,249,2900000,71,2020,9,5,6,32520,0.0112137931034482,2,0,1,0,0
7,166,367,2900000,71,2020,8,20,4,43533,0.0150113793103448,1,0,0,1,0
12,1687,695,2900000,71,2020,8,12,3,217182,0.0748903448275862,1,0,1,0,0
58,22200,2000,2900000,71,2020,8,11,2,267700,0.0923103448275862,1,0,0,1,0
41,5199,2241,2900000,71,2020,7,24,5,173540,0.0598413793103448,1,0,1,0,0
50,3734,1795,2900000,71,2020,7,23,4,348729,0.1202513793103448,2,1,0,0,0
21,78,291,2900000,71,2020,7,15,3,53569,0.0184720689655172,1,0,1,0,0
39,87,132,2900000,71,2020,6,17,3,10112,0.0034868965517241,1,0,1,0,0
24,132,311,2900000,71,2020,6,13,6,56743,0.0195665517241379,1,0,0,1,0
18,420,576,2900000,71,2020,6,10,3,95296,0.0328606896551724,1,0,1,0,0
29,861,1600,2900000,71,2020,5,20,3,238761,0.0823313793103448,2,0,0,1,0
59,18100,1604,2900000,71,2020,4,8,3,310304,0.1070013793103448,2,1,0,0,0
39,6146,829,2900000,71,2020,3,14,6,228175,0.0786810344827586,1,0,0,1,0
15,3030,1728,2900000,71,2020,3,11,3,568058,0.1958820689655172,1,0,0,1,0
9,6695,6088,2900000,71,2020,3,11,3,1612783,0.5561320689655173,1,0,0,1,0
50,4291,320,2900000,71,2020,3,7,6,305911,0.1054865517241379,1,0,0,1,0
10,6641,1678,2900000,71,2020,2,27,4,750219,0.2586962068965517,1,0,0,1,0
42,817,572,2900000,71,2020,2,2,7,89989,0.0310306896551724,2,0,1,0,0
51,3998,1313,190300,5,2020,10,4,7,113311,0.5954335260115607,3,1,0,0,0
14,145,130,190300,5,2020,6,17,3,10675,0.0560956384655806,2,0,1,0,0
9,132,151,190300,5,2020,5,13,3,15083,0.0792590646347871,0,0,1,0,0
12,293,655,190300,5,2020,4,27,1,19448,0.1021965317919075,3,0,1,0,0
7,993,603,190300,5,2020,4,19,7,74696,0.3925170782974251,0,0,1,0,0
15,40,173,6000000,1819,2020,6,30,2,17313,0.0028855,2,0,0,0,1
13,143,131,6000000,1819,2020,6,30,2,23474,0.0039123333333333,2,0,0,0,1
14,200,361,6000000,1819,2020,6,30,2,59061,0.0098435,3,0,0,1,0
9,45,140,6000000,1819,2020,6,30,2,30385,0.0050641666666666,3,0,0,1,0
10,511,175,6000000,1819,2020,6,30,2,42486,0.007081,2,0,0,1,0
9,76,107,6000000,1819,2020,6,30,2,12183,0.0020305,2,0,0,1,0
12,469,163,6000000,1819,2020,6,30,2,34432,0.0057386666666666,2,0,0,1,0
24,24,163,6000000,1819,2020,6,29,1,20287,0.0033811666666666,3,0,1,0,0
25,98,406,6000000,1819,2020,6,29,1,82304,0.0137173333333333,1,0,1,0,0
17,149,307,6000000,1819,2020,6,29,1,32456,0.0054093333333333,3,1,0,0,0
12,180,219,6000000,1819,2020,6,29,1,44499,0.0074165,2,1,0,0,0
10,164,214,6000000,1819,2020,6,29,1,67778,0.0112963333333333,2,0,0,0,1
14,63,188,6000000,1819,2020,6,29,1,24051,0.0040085,1,0,0,0,1
15,240,953,6000000,1819,2020,6,29,1,106593,0.0177655,1,0,0,0,1
10,393,942,6000000,1819,2020,6,29,1,348635,0.0581058333333333,1,0,0,0,1
15,169,262,6000000,1819,2020,6,28,7,28831,0.0048051666666666,2,0,0,0,1
15,179,365,6000000,1819,2020,6,27,6,110444,0.0184073333333333,1,1,0,0,0
13,206,531,6000000,1819,2020,6,27,6,138037,0.0230061666666666,3,1,0,0,0
29,864,1593,6000000,1819,2020,6,26,5,195857,0.0326428333333333,3,1,0,0,0
15,175,300,6000000,1819,2020,6,25,4,36175,0.0060291666666666,1,0,0,0,1
15,233,314,6000000,1819,2020,6,25,4,77447,0.0129078333333333,3,0,0,1,0
11,366,290,6000000,1819,2020,6,25,4,57656,0.0096093333333333,3,0,0,1,0
14,240,383,6000000,1819,2020,6,25,4,61523,0.0102538333333333,3,0,0,1,0
15,636,545,6000000,1819,2020,6,24,3,207581,0.0345968333333333,2,0,0,0,1
14,219,357,6000000,1819,2020,6,24,3,54276,0.009046,2,0,0,0,1
7,354,273,4000000,941,2020,6,30,2,52927,0.01323175,4,0,0,0,1
53,84,239,4000000,941,2020,6,29,1,19323,0.00483075,3,0,1,0,0
13,14,72,4000000,941,2020,6,29,1,19986,0.0049965,1,0,1,0,0
13,322,140,4000000,941,2020,6,29,1,32662,0.0081655,5,1,0,0,0
14,134,267,4000000,941,2020,6,29,1,96301,0.02407525,4,0,0,0,1
17,80,198,4000000,941,2020,6,29,1,28078,0.0070195,5,0,0,1,0
15,2968,2674,4000000,941,2020,6,28,7,665942,0.1664855,4,1,0,0,0
11,3904,2495,4000000,941,2020,6,28,7,1106399,0.27659975,5,0,0,0,1
16,677,279,4000000,941,2020,6,28,7,162456,0.040614,4,0,0,1,0
15,985,761,4000000,941,2020,6,27,6,153046,0.0382615,4,1,0,0,0
20,297,237,4000000,941,2020,6,27,6,46934,0.0117335,4,1,0,0,0
14,1581,822,4000000,941,2020,6,27,6,148203,0.03705075,4,1,0,0,0
14,539,306,4000000,941,2020,6,27,6,122245,0.03056125,4,0,0,0,1
14,333,183,4000000,941,2020,6,27,6,78416,0.019604,4,0,0,1,0
12,309,322,4000000,941,2020,6,26,5,101831,0.02545775,3,0,1,0,0
14,153,345,4000000,941,2020,6,26,5,37698,0.0094245,4,0,1,0,0
10,219,250,4000000,941,2020,6,26,5,83969,0.02099225,3,1,0,0,0
9,1844,544,4000000,941,2020,6,26,5,350388,0.087597,4,0,0,0,1
